newspaper_title,date,year,content,summary_el,country,source_url,ai_relevance,ai_topic,ai_stance,ai_notes,entities_persons,entities_locations,entities_orgs,normalized_content,news_origin,news_origin_norm,publication_place,political_orientation,orientation_notes,country_original,country_corrected_safe,country_changed_safe,row_uid,rumor_status,certainty_score,certainty_markers,transmission_formula,transmission_medium,intermediary_node,cited_source,probable_chain,rhetorical_frame_primary,rhetorical_frame_secondary,frame_confidence,canonical_event_type,event_name,event_location,event_date_reference,event_phase,story_cluster_hint,source_criticism_note,llm_confidence,needs_review,review_reason,story_cluster_id,annotation_error
Journal du Commerce,1822-06-15,1822,"Les obstacles qui empêchaient l’extermination des Grecs sont enfin , en grande partie, aplanis(...)Parmi les Grecs de marque qui ont péri der- nièrement à Constantinople se trouvent le capitaine Constantino et son neveu(...)Elles donnent lieu de croire que si la politique des grandes puissances ne croit pas en ce moment devoir faire jouir les Grecs de cette indépendance pour laquelle ils ont fait déjà tant de sacrifices , elles ont au moins l’intention de stipuler de fortes garanties en leur faveur et d’(...) [...] est triste, sans doute, de songer que chaque cabinet concentré dans les calculs étroits d’une po- litique personnelle, semble s'être fait une loi de se dépouiller des sentimens d’intérêt et de compassion qu'inspire a l’Europe entière le sort du peuple grec(...)là gît toute la difficulté : nous n'ignorons point que le grand motif qui , du moins en apparence , a empêché jusqu’à ce moment l’empereur Alexandre de commencer les hostilités est l’opinion où il est que ce serait le signal du massacre général(...)",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t527263134,directly_relevant,Ottoman Politics,pro_greek,"Discussion of the political stance of great powers regarding Greek independence, concerns about the extermination of Greeks, and Emperor Alexander's hesitation to intervene due to fear of a general massacre.","capitaine Constantino, empereur Alexandre","Constantinople, Europe","grandes puissances, cabinet","Les obstacles qui empêchaient l’extermination des Grecs sont enfin, en grande partie, aplanis(...)Parmi les Grecs de marque qui ont péri dernièrement à Constantinople se trouvent le capitaine Constantino et son neveu(...)Elles donnent lieu de croire que si la politique des grandes puissances ne croit pas en ce moment devoir faire jouir les Grecs de cette indépendance pour laquelle ils ont fait déjà tant de sacrifices, elles ont au moins l’intention de stipuler de fortes garanties en leur faveur et d’(...) [...] est triste, sans doute, de songer que chaque cabinet concentré dans les calculs étroits d’une politique personnelle, semble s'être fait une loi de se dépouiller des sentiments d’intérêt et de compassion qu'inspire à l’Europe entière le sort du peuple grec(...)là gît toute la difficulté : nous n'ignorons point que le grand motif qui, du moins en apparence, a empêché jusqu’à ce moment l’empereur Alexandre de commencer les hostilités est l’opinion où il est que ce serait le signal du massacre général(...)",Constantinople,Constantinople,Paris,libéral-commercial,Libéral-commercial; soutient intérêts bourgeois,France,France,False,1089b987d60517ea,reported,3,donnent lieu de croire; nous n'ignorons point que; semble s'être fait une loi,,unknown,Constantinople,,Constantinople -> Paris,diplomatic_negotiation,humanitarian_urgency,4,political_development,Greek independence negotiations and recent deaths in Constantinople,Constantinople,1822,reported_account,GREEK_INDEPENDENCE_1822,"The information is presented as reported news with some uncertainty and opinion, lacking official confirmation.",5,False,,GREEK_INDEPENDENCE_1822_6DA788,
Journal du Commerce,1822-06-18,1822,"Elle a été écrite par lin négociant grec, ~nrifidé Scio , et oéfrgiésa Trieste, asoncorres- , pondant a Amsterdam(...)0 « Dans les circonstances de l’insurreetion ,nous avonsdonné au déloyal gouvernement des' Turcs les plus sûres preuves de nôtre soumission , ayant rejeté , quatorze mois ravant—,les propositions des Grecs soulevés net fourni nousemêmes aucomman- dant du château d'abondantes provisions de bouche et de guerre pour tous les cas imprévus(...)Ce n’est point ici une supposition , mais bien ce (...)",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t52726316c,directly_relevant,Internal Greek Affairs,neutral,Letter from a Greek merchant from Chios detailing his submission to Ottoman rule and rejection of insurgent Greek propositions during the insurrection.,,"Scio, Trieste, Amsterdam","Turcs, Grecs, gouvernement des Turcs","Elle a été écrite par un négociant grec, réfugié à Scio, et réfugiés à Trieste, son correspondant à Amsterdam (...) Dans les circonstances de l’insurrection, nous avons donné au déloyal gouvernement des Turcs les plus sûres preuves de notre soumission, ayant rejeté, quatorze mois avant, les propositions des Grecs soulevés et fourni nous-mêmes au commandant du château d'abondantes provisions de bouche et de guerre pour tous les cas imprévus (...) Ce n’est point ici une supposition, mais bien ce (...)",Scio,Chios,Paris,libéral-commercial,Libéral-commercial; soutient intérêts bourgeois,France,France,False,d8027033b9783915,reported,2,Dans les circonstances de l’insurreetion; Ce n’est point ici une supposition,"Elle a été écrite par lin négociant grec, ~nrifidé Scio , et oéfrgiésa Trieste, asoncorres- , pondant a Amsterdam",private_correspondence,Trieste,un négociant grec,Chios -> Trieste -> Amsterdam,unclear,unclear,2,political_development,Greek submission to Ottoman commander during insurrection,Chios,quatorze mois avant (relative to 1822),reported_account,CHIOS_INSURRECTION_1821_1822,"The information is based on a private letter from a Greek merchant, indicating a reported account without official confirmation.",4,True,"Text is fragmentary and partially unclear, requiring expert verification of transcription and context.",CHIOS_INSURRECTION_1821_1822_7D5691,
Le Moniteur Universel,1822-06-19,1822,"France. Auteur du texte [...] La flotte grecque a , disent-elles , attaqué avec toutes ses forces la flotte turque entre Scio et Ipsara , détruit tous les bâtimens de transport . et(...)les bâtimens grecs seraient foudroyés par l’artillerie des vaisseaux turcs , avant que les boulets des premiers pussent atteindre les vaisseaux des seconds. — Ou lit »«**i dans la Gazette Universelle l’article ci- après : Semlin , le 1“ juin. — « D’après le» nouvelles de Sérés du »8 mai , les cruautés commises par les Turcs à Agosto , »vatr(...)Les (...) [...] Parmi les euuircc* jadis couvertes «le cités grecques autonome:1 on de riches colonies , la Chers inné s c Tuurique , la Crimée de no* jours, mérite surtout de tixvr l’attention du l’historien(...)C est là qu’aux limites du Monde connu (les' Grecs , sirr les bords de c«-s vastes bassins auxijuels le Dniester , le Bog , le Boryalhène, le Duii(...)l’aiitiquifes grecques. De* rétiexious pénibles se présentent à l’esprit , quand on examine les nmnunien* aniiqucs publié* par M.-Raoul- Rocbrtle",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k4422904p,directly_relevant,Military Operations,neutral,"Reports on a Greek naval attack against the Turkish fleet and Turkish cruelties. Also contains a section discussing classical Greek antiquity, which is irrelevant to the war.",M.-Raoul-Rochette,"Scio, Ipsara, Semlin, Sérés, Agosto, Chersonèse, Crimée, Dniester, Bog, Boryalhène, Dniépr",Gazette Universelle,"France. Auteur du texte [...] La flotte grecque a, disent-elles, attaqué avec toutes ses forces la flotte turque entre Scio et Ipsara, détruit tous les bâtiments de transport et (...) les bâtiments grecs seraient foudroyés par l’artillerie des vaisseaux turcs, avant que les boulets des premiers puissent atteindre les vaisseaux des seconds. — On lit dans la Gazette Universelle l’article ci-après : Semlin, le 1er juin. — « D’après les nouvelles de Sérés du 28 mai, les cruautés commises par les Turcs à Agosto (...) Parmi les enceintes jadis couvertes de cités grecques autonomes : une de riches colonies, la Chersonèse turque, la Crimée de nos jours, mérite surtout de fixer l’attention du l’historien (...) C’est là qu’aux limites du Monde connu (les Grecs, sur les bords de ces vastes bassins auxquels le Dniester, le Bog, le Boryalhène, le Dniépr (...) l’antique grecques. Des réflexions pénibles se présentent à l’esprit, quand on examine les monuments antiques publiés par M.-Raoul-Rochette.",Semlin,Semlin,Paris,gouvernemental,Organe semi-officiel du gouvernement de la Restauration,France,France,False,ef2a1922aee992e1,reported,2,disent-elles; seraient foudroyés; D’après le» nouvelles de Sérés du »8 mai,D’après le» nouvelles de Sérés du »8 mai,letter,Sérés,Gazette Universelle,Sérés -> Semlin -> Le Moniteur Universel,military_strategic,ottoman_barbarity,3,naval_operation,Greek fleet attack on Turkish fleet between Chios and Psara,between Scio (Chios) and Ipsara (Psara),8 May 1822,reported_account,GREEK_NAVAL_OPERATION_MAY_1822,The report is based on secondhand news from Sérés and uses cautious language indicating uncertainty.,5,False,,GREEK_NAVAL_OPERATION_MAY_1822_97B6E3,
Gazette de France,1822-06-19,1822,"est tombée entre les mains des Grecs.Les mêmes raconte, d'a la plus forte(...)La Hutte grecque a disent-ils , attaqué avec toutes ses forces la flotte turque , entre Scio et Ispsara , détruit .ous les bâtimens de transport, et mis en fuite le reste de l'escadre(...)grecs seraient foudroyés par l’artillerie des vaw- sraux turcs avant que les boulets des premiers puissent atteindre les vaisseaux des seconds [...] Sans notre révolution, dit-il, l’Espagne serait déjà envahie. >» Donc les cortès , qui font fusiller les prêtres, e les Grecs, qui peignent une croix sur leurs drapeaux, proclamen‘ une communauté d intérêts(...)C est la Gazette d’Augsbourg, dont la partialité en faveur de la révolte grecque est reconnue dans toute 1 Europe(...)c’est enfin le Courrier lui-même’ qui conviennent aujourd hui que les Grecs ont compté sur tous le s libéraux de l’Europe pour soutenir leur révolte, et que les libéraux comptaient (...)",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k44828396,directly_relevant,Military Operations,pro_greek,"Report on a Greek naval victory against the Turkish fleet between Chios and Psara, and commentary on European liberal support for the Greek revolt.",,"Scio, Ipsara, Espagne, Augsbourg, Europe","Gazette d’Augsbourg, Courrier","Est tombée entre les mains des Grecs. Les mêmes racontent, d'à la plus forte (...) La flotte grecque a, disent-ils, attaqué avec toutes ses forces la flotte turque, entre Scio et Ipsara, détruit tous les bâtiments de transport, et mis en fuite le reste de l'escadre (...) grecs seraient foudroyés par l’artillerie des vaisseaux turcs avant que les boulets des premiers puissent atteindre les vaisseaux des seconds [...] Sans notre révolution, dit-il, l’Espagne serait déjà envahie. Donc les cortès, qui font fusiller les prêtres, et les Grecs, qui peignent une croix sur leurs drapeaux, proclament une communauté d’intérêts (...) C’est la Gazette d’Augsbourg, dont la partialité en faveur de la révolte grecque est reconnue dans toute l’Europe (...) c’est enfin le Courrier lui-même qui conviennent aujourd’hui que les Grecs ont compté sur tous les libéraux de l’Europe pour soutenir leur révolte, et que les libéraux comptaient (...)",Augsbourg,Augsburg,Paris,royaliste-modéré,Proche du gouvernement Bourbon; plus modéré que les ultras stricts,France,France,False,36c75992967d533e,reported,3,Les mêmes raconte; c’est enfin le Courrier lui-même’ qui conviennent aujourd hui; la partialité en faveur de la révolte grecque est reconnue,"C est la Gazette d’Augsbourg, dont la partialité en faveur de la révolte grecque est reconnue dans toute 1 Europe",newspaper_reprint,Augsbourg,Gazette d’Augsbourg,Augsbourg -> Paris,military_strategic,revolutionary_disorder,4,naval_operation,Greek attack on Turkish fleet between Chios and Psara,between Scio (Chios) and Ispsara (Psara),1822,reported_account,GREEK_NAVAL_OPERATION_1822,The information is a reported account from a known pro-Greek source (Gazette d’Augsbourg) and lacks official confirmation.,5,False,,GREEK_NAVAL_OPERATION_1822_A7E38E,
Le Constitutionnel,1822-06-19,1822,"Li""> Grecs avaient conduit dans celte dernière île le prince Logotetiy enchaîné(...)il devait de là être transporté en Morée, pour y être jugé eomirib ayant transgressé Içs ordres ou iastructieos du gouver nement <ie)a MÔrce:'0iïe trèntaiue de navires grecs insurgés se trouvaient -dans Les eaux de Scio j l'escadre turque atteudait-Jrae nouvelle division de ■Coustantinopie. il règnadans les mers une grande agitation, line reste.plus debout, dans la ville de Scio ,'que les maisons des ageris des [...] CONTENU [...] Sélection [...] Format [...] Validation [...] Envoi [...] Exporter (Tous) [...] Recherche : [...] Type de document : Presse et revues [...] Date d'édition : 1822/06/01,1822/07/31 [...] Affiner : grec [...] 551 résultat(s) / 551 document(s) [...] Presse et revues … [...] Mes filtres [...] Et contient : [...] grec [...] Affiner [...] Site de consultation [...] Type de document [...] Auteur [...] Date d'édition [...] Thème [...] Langue [...] Mode texte [...] Résultats de la page [...] Titre [...] Auteur [...] Date d'édition [...] Extraits",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k6505682,directly_relevant,Military Operations,pro_greek,"Reports on Prince Logoteti being judged by the Greek government for transgressing orders, and the presence of Greek insurgent ships and the Turkish squadron near Scio.",prince Logotetiy,"Morée, Scio, Constantinople",,"Les Grecs avaient conduit dans cette dernière île le prince Logotetiy enchaîné (...) il devait de là être transporté en Morée, pour y être jugé comme ayant transgressé les ordres ou instructions du gouvernement de la Morée. Une trentaine de navires grecs insurgés se trouvaient dans les eaux de Scio ; l'escadre turque attendait une nouvelle division de Constantinople. Il régnait dans les mers une grande agitation, une reste plus debout, dans la ville de Scio, que les maisons des agéris des (...)",Scio,Chios,Paris,libéral-constitutionnel,Principal organe libéral d'opposition; soutient la Charte,France,France,False,971a1c8f1c8a82f9,reported,3,il devait de là être transporté; il règnadans les mers une grande agitation,,unknown,,,Chios -> Paris,military_strategic,ottoman_barbarity,4,military_movement,Greek insurgent naval presence near Chios,Chios,1822-06,reported_account,CHIOS_NAVAL_1822,"The information is a newspaper report from a French liberal-constitutional source with no explicit official confirmation, indicating moderate certainty but possible bias.",4,False,,CHIOS_NAVAL_1822_08B229,
Journal du Commerce,1822-06-20,1822,"Le prince grec Cantakuzène est toujours a Léip- sick [...] commises par les Turcs , et parti- culièrement le massacre de deux cents jeunes gens des premières familles grecques, qui leur avaient été remis en otage , diminuent beaucoup les espérances de paix que les nouvelles antérieures faisaient con- cevoir",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t527263186,directly_relevant,Ottoman Politics,pro_greek,"Reports on the massacre of 200 young Greek hostages by Turks, which significantly diminishes hopes for peace.",prince grec Cantacuzène,"Leipzig, Turquie",,"Le prince grec Cantacuzène est toujours à Leipzig. Les massacres commis par les Turcs, et particulièrement le massacre de deux cents jeunes gens des premières familles grecques, qui leur avaient été remis en otage, diminuent beaucoup les espérances de paix que les nouvelles antérieures faisaient concevoir.",Leipzig,Leipzig,Paris,libéral-commercial,Libéral-commercial; soutient intérêts bourgeois,France,France,False,268f6021843f9ce0,reported,3,diminuent beaucoup les espérances de paix; les nouvelles antérieures faisaient concevoir,,unknown,Léip-sick,,Léip-sick -> Paris,ottoman_barbarity,christian_suffering,4,atrocity,Massacre of two hundred young Greeks held hostage,,1822,reported_account,,The information is presented as news diminishing hopes for peace but lacks explicit confirmation or named sources.,5,False,,ATROCITY_MASSACRE_OF_TWO_HUNDRED_YOUNG_GREEKS_HELD_HOSTAGE_1822_1822_CA591F,
Le Constitutionnel,1822-06-27,1822,"rméme dans les kâWj OU e ' on tue les Grecs sans défense.A Scio.des enfans au- -flessous desept , qui n'étaient j)as propres & la vente, ont été attachés «n'semble et jetés 'k i» I»® projet d'exterminer tous lesiGf'ees,esl évi\ déntV (Gazette d'ùtugibourg.) ^ TRANSYLVANIE. — Ilerrnanstadl, 5 juin, LesnouVelles de là petite Valacbie portent que, le 3o,mai, il(...)Grecs la faute de toutes ces faar.barieà MïOuies, n'est pas cç qui -révolte le mdins(...)Jalfiraki, le chef grec , avant de 'se retirer, fit tuer(...) [...] frande.collecte en iavettr des Grecs, en y mettant une partie de Tciir .fai - le gain",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k650576n,directly_relevant,Military Operations,pro_greek,"Reports on massacres and atrocities against defenseless Greeks, including children, in Scio, and mentions a collection in favor of the Greeks.",Jalfiraki,"Scio, Transylvanie, Hermannstadt, Valachie",Gazette d'Augsbourg,"Même dans les kâwjs où l'on tue les Grecs sans défense. À Scio, des enfants au-dessous de sept ans, qui n'étaient pas propres à la vente, ont été attachés ensemble et jetés. Le projet d'exterminer tous les Grecs est évident. (Gazette d'Augsbourg.) TRANSYLVANIE. — Hermannstadt, 5 juin. Les nouvelles de la petite Valachie portent que, le 30 mai, il... Grecs la faute de toutes ces barbaries à Mïouies, n'est pas ce qui révolte le moins... Jalfiraki, le chef grec, avant de se retirer, fit tuer... grande collecte en faveur des Grecs, en y mettant une partie de leur... le gain.",Hermannstadt,Hermannstadt,Paris,libéral-constitutionnel,Principal organe libéral d'opposition; soutient la Charte,France,France,False,949a92351c775981,reported,3,Les nouvelles de la petite Valachie portent que; est évident; (Gazette d'Utugibourg.),"Les nouvelles de là petite Valacbie portent que, le 30 mai,",newspaper_reprint,Hermannstadt,Gazette d'Utugibourg,Valachie -> Hermannstadt -> Paris,ottoman_barbarity,humanitarian_urgency,4,atrocity,Reported Atrocities against Greeks in Chios and Valachie,"Chios, Valachie",30 mai,reported_account,CHIOS_MASSACRE_1822,The information is a secondhand report citing another newspaper and uses language indicating it is not confirmed but presented as credible news.,4,False,,CHIOS_MASSACRE_1822_A193A6,
Le Moniteur Universel,1822-06-28,1822,"France. Auteur du texte [...] Aussitôt que M. de la Mellerie, commandant la iregate la Jeanne-d'Are, fut informé de l’apparition de la flotte turque devant Scio, il s’empressa de s’y rendre , pour réclamer et assurer l’exécution de la promesse faite à l’ambassadeur de France, par le cnpitan-pacha, que les personnes et les propriétés françaises, ainsi que les églises, le clergé et les Grecs catholiques seraient non-seulement respectes, mais même protégés par les forces du grand(...)",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k4422913n,directly_relevant,Diplomatic Relations,neutral,Report on the Turkish fleet at Chios and the French ambassador's diplomatic efforts to protect French citizens and Catholic Greeks.,"M. de la Mellerie, capitaine-pacha",Scio,"France, flotte turque","France. Auteur du texte [...] Aussitôt que M. de la Mellerie, commandant la frégate la Jeanne-d'Arc, fut informé de l’apparition de la flotte turque devant Scio, il s’empressa de s’y rendre, pour réclamer et assurer l’exécution de la promesse faite à l’ambassadeur de France, par le capitaine-pacha, que les personnes et les propriétés françaises, ainsi que les églises, le clergé et les Grecs catholiques seraient non-seulement respectés, mais même protégés par les forces du grand(...)",France,France,Paris,gouvernemental,Organe semi-officiel du gouvernement de la Restauration,France,France,False,29b344953344c444,reported,3,fut informé; il s’empressa de s’y rendre; promesse faite à l’ambassadeur de France,,unknown,,,,diplomatic_negotiation,neutral_information,4,diplomacy,French diplomatic intervention at Chios,Scio,1822-06-28,reported_account,CHIOS_1822,"The information is a contemporaneous newspaper report describing French diplomatic actions based on a promise from the Turkish commander, without explicit confirmation of outcomes.",5,False,,CHIOS_1822_B1E4EE,
Le Mémorial Bordelais : Feuille Politique Et Littéraire,1822-06-29,1822,"Les Grecs ont conduit à Hydra le prince Logotiniti (chef de l’expédition des insurgés à Scio). après l’avoir chargé de fers(...)Le 10 mai, la floti lie grecque, composée de 70 bâtimens , y compris 10 brûlots , s’était réunie , en grande partie, à Tine(...)La totalité des bâtimens grecs , hydriotes spezzioleset ipsariotes, s’élève à 130, y compris",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t54983987,directly_relevant,Military Operations,pro_greek,"Report on the Greek fleet's composition and movements, and the capture of Prince Logotiniti, leader of the Chios expedition.",prince Logotiniti,"Hydra, Scio, Tine",,"Les Grecs ont conduit à Hydra le prince Logotiniti (chef de l’expédition des insurgés à Scio), après l’avoir chargé de fers. Le 10 mai, la flotte grecque, composée de 70 bâtiments, y compris 10 brûlots, s’était réunie, en grande partie, à Tine. La totalité des bâtiments grecs, hydriotes, spezziotes et ipsariotes, s’élève à 130, y compris ...",Hydra,Hydra,Bordeaux,royaliste-modéré,Presse de province; modéré,France,France,False,ca50afe5b472f068,reported,3,"Les Grecs ont conduit à Hydra le prince Logotiniti; Le 10 mai, la flotte grecque, composée de 70 bâtimens; La totalité des bâtimens grecs , hydriotes spezzioleset ipsariotes, s’élève à 130",,unknown,,,Hydra -> Bordeaux,military_strategic,neutral_information,4,military_movement,Greek naval forces assembly and prisoner transport,Hydra,10 mai,reported_account,HYDRA_NAVAL_OPERATIONS_MAY_1822,"The information is presented as a report without explicit source attribution or official confirmation, indicating moderate reliability.",4,False,,HYDRA_NAVAL_OPERATIONS_MAY_1822_FEAC95,
Gazette de France,1822-06-29,1822,"informé de l’apparition de la flotte turque devant Scio, il s’empressa de s’y rendre pour réclamer et assurer l'exécution de la promesse faite à I ambassadeur de Fiance , par le capitan-pacha , que les personnes et les piopriétés françaises, ainsi que les églises, le c'ergé et les Grecs catholiques, seraient non-seulement respectés, mais même protégés pu' les forces du grand-seigneur",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k4482849k,directly_relevant,Diplomatic Relations,neutral,"Report on Turkish fleet at Scio, French ambassador's intervention for protection of French interests and Catholic Greeks.",capitan-pacha,"Scio, France",,"Informé de l’apparition de la flotte turque devant Scio, il s’empressa de s’y rendre pour réclamer et assurer l'exécution de la promesse faite à l'ambassadeur de France, par le capitan-pacha, que les personnes et les propriétés françaises, ainsi que les églises, le clergé et les Grecs catholiques, seraient non-seulement respectés, mais même protégés par les forces du grand-seigneur.",Scio,Chios,Paris,royaliste-modéré,Proche du gouvernement Bourbon; plus modéré que les ultras stricts,France,France,False,955d42f73d871768,reported,3,informé de l’apparition de la flotte turque devant Scio; il s’empressa de s’y rendre pour réclamer et assurer l'exécution de la promesse,,unknown,,,Chios -> Paris,diplomatic_negotiation,neutral_information,4,diplomacy,Turkish fleet appearance before Chios and French diplomatic intervention,Scio,1822-06-29,reported_account,CHIOS_1822,"The information is a reported account of diplomatic actions following the appearance of the Turkish fleet, without explicit confirmation or multiple sources.",5,False,,CHIOS_1822_B1E4EE,
Le Moniteur Universel,1822-07-02,1822,"France. Auteur du texte [...] allait paraître une déclaration portant que les Grecs ne devaient point espérer que la Russie les soutint dans leur folle et criminelle entreprise(...)ou les bâti mens grecs isoles , doivent être airètés et traités suivant le droit commun des nations(...)Une lettre de Trieste, du 17 juin , qui donne la teneur de ce décret , annonce que les Grecs ont déjà capturé cinq bâtimens européens , dont cinq , venant d’Alexandrie , étaient destinés pour Trieste, et qu’ils eu ont vendu aussitôt la cargaison. ( (...) [...] Le gouvernement a fait décapiter ici dix des négociais grecs les plus respectables de Scio(...)Les vaisseaux grecs se suit mon tics devaut Scio en nombre considérable(...)L’évacuation des provinces du Nord est actuellement effectuée , et, de son uûle , l’empereur Alexandre a ordonné à certains grecs , connus comme fauteurs d’Ypsilauti , de quitier «es Etale(...) [...] 6* volumes de la collection , dont l’un contient 1rs Fastes d'Ovide , et l’antre le Val'ere- A1 axone, par M. Hase, professeur de grec moderne , attaché a la Libliotltèquc du Roi , section tics manuscrits grecs et latins",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k44229179,directly_relevant,Internal Greek Affairs,neutral,"Reports on Russia's stance regarding Greek independence, Greek naval actions (capturing European ships), Ottoman reprisals (decapitation of merchants in Scio), and measures against Ypsilanti supporters. Also contains a small irrelevant part about modern Greek professor.","empereur Alexandre, M. Hase, Ypsilanti","France, Trieste, Alexandrie, Scio, États","Russie, gouvernement","France. Auteur du texte. Allait paraître une déclaration portant que les Grecs ne devaient point espérer que la Russie les soutint dans leur folle et criminelle entreprise. Les bâtiments grecs isolés doivent être arrêtés et traités suivant le droit commun des nations. Une lettre de Trieste, du 17 juin, qui donne la teneur de ce décret, annonce que les Grecs ont déjà capturé cinq bâtiments européens, dont cinq venant d’Alexandrie, étaient destinés pour Trieste, et qu’ils en ont vendu aussitôt la cargaison. Le gouvernement a fait décapiter ici dix des négociants grecs les plus respectables de Scio. Les vaisseaux grecs se sont montés devant Scio en nombre considérable. L’évacuation des provinces du Nord est actuellement effectuée, et, de son côté, l’empereur Alexandre a ordonné à certains Grecs, connus comme fauteurs d’Ypsilanti, de quitter les États. Six volumes de la collection, dont l’un contient les Fastes d'Ovide, et l’autre le Valère-Alexone, par M. Hase, professeur de grec moderne, attaché à la Bibliothèque du Roi, section des manuscrits grecs et latins.",Trieste,Trieste,Paris,gouvernemental,Organe semi-officiel du gouvernement de la Restauration,France,France,False,1c1985e2a4f96933,reported,3,"Une lettre de Trieste, du 17 juin , qui donne la teneur de ce décret , annonce; annonce que les Grecs ont déjà capturé cinq bâtimens européens; Le gouvernement a fait décapiter ici dix des négociais grecs les plus respectables de Scio","Une lettre de Trieste, du 17 juin , qui donne la teneur de ce décret , annonce",letter,Trieste,,Trieste -> Paris,revolutionary_disorder,military_strategic,4,atrocity,Execution of Greek merchants in Chios,Scio (Chios),17 juin 1822,reported_account,CHIOS_MERCHANTS_EXECUTION_JUNE_1822,"The information is based on a letter from Trieste reporting a decree and events, indicating reported but not officially confirmed news.",5,False,,CHIOS_MERCHANTS_EXECUTION_JUNE_1822_D931B2,
Le Constitutionnel,1822-07-03,1822,"8. , TE RI EU H. TURQUIE. - ' ' Smjrrne, i5 mai. (Extrait d'une lettré particulière d'un jéane Grec.) "" - « Mon cher frère(...)que les Grecs avaient eux-mêmes commis des excès qui avaient conduit.aux événe- mens dont il était question(...)Sir J. Maèkintosh , qùi voulait en venir au fait, a adressé les questions suivantes au ministre : , / A-t-on reçu de notr^ ambassadeur auprès de la cour ottomane quel- pêches que les marchés dé Smyrjie et de Constantinople sont remplis dé «Femmes grecques offertes aiîx (...) [...] A-t-on pu imaginer qu'il ne voulait les rendre que spectatrices immobiles du massacre des Grecs, et ne recueillir, de tant de préparatifs, que des dépenses énormes , etque la certitude de l'extermination de six mil lions d'hommes qui professent sa religion(...)pas vu le cadavre mutilé du patriarché grec piéusèmeht recueilli dans l'empire de'Russié",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k650582g,directly_relevant,Ottoman Politics,neutral,"Reports on atrocities, including Greek women being sold, massacres of Greeks, and the mutilated Greek patriarch, also mentioning Greek excesses.",Sir J. Mackintosh,"Smyrne, Constantinople, Russie",cour ottomane,"8. TERIEU H. TURQUIE. - Smyrne, 15 mai. (Extrait d'une lettre particulière d'un jeune Grec.) ""Mon cher frère (...) que les Grecs avaient eux-mêmes commis des excès qui avaient conduit aux événements dont il était question (...) Sir J. Mackintosh, qui voulait en venir au fait, a adressé les questions suivantes au ministre : A-t-on reçu de notre ambassadeur auprès de la cour ottomane quelques dépêches que les marchés de Smyrne et de Constantinople sont remplis de femmes grecques offertes aux (...) A-t-on pu imaginer qu'il ne voulait les rendre que spectatrices immobiles du massacre des Grecs, et ne recueillir, de tant de préparatifs, que des dépenses énormes, et que la certitude de l'extermination de six millions d'hommes qui professent sa religion (...) pas vu le cadavre mutilé du patriarche grec pieusement recueilli dans l'empire de Russie",Smyrna,Smyrna,Paris,libéral-constitutionnel,Principal organe libéral d'opposition; soutient la Charte,France,France,False,370ac770e1b45e8f,reported,2,Extrait d'une lettré particulière d'un jéane Grec; A-t-on pu imaginer; pas vu le cadavre mutilé,Extrait d'une lettré particulière d'un jéane Grec,letter,Smyrna,lettre particulière d'un jeune Grec,Smyrna -> Paris,christian_suffering,ottoman_barbarity,4,atrocity,Massacre of Greeks,Smyrna,15 mai,reported_account,GREEK_WAR_OF_INDEPENDENCE_1822,"The information is based on a private letter from a young Greek, indicating a reported but unconfirmed account with some rhetorical questioning.",4,False,,GREEK_WAR_OF_INDEPENDENCE_1822_F38CDD,
