newspaper_title,date,year,content,summary_el,country,source_url,ai_relevance,ai_topic,ai_stance,ai_notes,entities_persons,entities_locations,entities_orgs,normalized_content,news_origin,news_origin_norm,publication_place,political_orientation,orientation_notes,country_original,country_corrected_safe,country_changed_safe,row_uid,rumor_status,certainty_score,certainty_markers,transmission_formula,transmission_medium,intermediary_node,cited_source,probable_chain,rhetorical_frame_primary,rhetorical_frame_secondary,frame_confidence,canonical_event_type,event_name,event_location,event_date_reference,event_phase,story_cluster_hint,source_criticism_note,llm_confidence,needs_review,review_reason,story_cluster_id,annotation_error
Inverness Journal and Northern Advertiser,Friday 07 December 1827,1827,"AMERICAN MANNERS ... bursting forththe time ,for allaying it by an open policy is past. The Cabinets of Europe desired too late the liberty of Greece; Greece will be free, but its chains in falling will shake Europe. The glorious - battle at Navarin has produced at Constantinople ...",Unknown,UK,,directly_relevant,Philhellenism,pro_greek,"Discusses the liberty of Greece, the Battle of Navarin, and its impact on Europe and Constantinople.",,"Greece, Europe, Navarin, Constantinople",Cabinets of Europe,"AMERICAN MANNERS ... bursting forth the time for allaying it by an open policy is past. The Cabinets of Europe desired too late the liberty of Greece; Greece will be free, but its chains in falling will shake Europe. The glorious battle at Navarin has produced at Constantinople ...",Constantinople,Constantinople,Inverness-shire,tory,Highlands; tory,UK,UK,False,073d2c23bc00f262,reported,3,The Cabinets of Europe desired too late the liberty of Greece; Greece will be free; The glorious - battle at Navarin has produced at Constantinople,,unknown,Constantinople,,Constantinople -> Inverness-shire,balance_of_power,military_strategic,4,battle,Battle of Navarino,Navarino,,reported_account,BATTLE_OF_NAVARINO_1827,The information is a newspaper report referencing events at Constantinople without explicit source citation or official confirmation.,5,False,,BATTLE_OF_NAVARINO_1827_6C525C,
Sun (London),Thursday 20 December 1827,1827,"Sunday's and Tuesday's Posts ... formally announced. The French and English Consuls at Mitylene left the island hearing the battle Navarino. They (licked up by Greek, pirates, every thing, and landed state of nudity the island. The French Government appears at length to be in earnest their ...",Unknown,UK,,directly_relevant,Military Operations,pro_greek,"Reports on events following the Battle of Navarino, including an incident with Greek pirates.",,"Mitylene, Navarino","French Government, English Consuls","Sunday's and Tuesday's Posts ... formally announced. The French and English Consuls at Mitylene left the island hearing the battle of Navarino. They picked up by Greek pirates, everything, and landed state of nudity the island. The French Government appears at length to be in earnest their ...",Mitylene,Lesbos,London,tory,Tory; soir,UK,UK,False,fb1bde363fc3801e,reported,2,formally announced; appears at length to be in earnest,,unknown,Mitylene,French and English Consuls at Mitylene,Lesbos -> London,military_strategic,unclear,3,naval_operation,Battle of Navarino,Navarino,1827,reported_account,BATTLE_OF_NAVARINO_1827,"The information is based on reports from consuls and partial announcements, lacking full official confirmation and containing unclear phrasing.",4,True,"Text is fragmentary and partially unclear, requiring further verification and clarification.",BATTLE_OF_NAVARINO_1827_6C525C,
London Courier and Evening Gazette,Wednesday 26 December 1827,1827,"PIRACY PUNISHED ... e Committee of Government of Greece. On board his Britannic Majesty's ship Asia, off Navarin, Sept. 30. Captain Davies, commander of the Rose sloop of war, will communicate to you circumstantial proofs how ill the Greeks behaved to our countrymen; while ...",Unknown,UK,,directly_relevant,Internal Greek Affairs,neutral,"Mentions the Committee of Government of Greece, the location of Navarin, and reports on the ill-treatment of foreign countrymen by Greeks, possibly related to piracy.",Captain Davies,"Greece, Navarin","Committee of Government of Greece, His Britannic Majesty's ship Asia, Rose sloop of war","PIRACY PUNISHED ... the Committee of Government of Greece. On board his Britannic Majesty's ship Asia, off Navarin, Sept. 30. Captain Davies, commander of the Rose sloop of war, will communicate to you circumstantial proofs how ill the Greeks behaved to our countrymen; while ...",Navarin,Navarino,London,whig,Whig; libéral modéré,UK,UK,False,be659d052a804c92,reported,3,will communicate to you circumstantial proofs,"On board his Britannic Majesty's ship Asia, off Navarin, Sept. 30.",ship,"Asia, off Navarin","Captain Davies, commander of the Rose sloop of war",Navarino -> London,commercial_shipping,neutral_information,4,other,Piracy punished,Navarino,Sept. 30,reported_account,PIRACY_PUNISHED_NAVARINO_1827,"Information is based on a report from a naval officer aboard a British warship, indicating circumstantial evidence but not official confirmation.",5,False,,PIRACY_PUNISHED_NAVARINO_1827_18A2EA,
New Times (London),Thursday 27 December 1827,1827,"FOREIGN INTELLIGENCE ... —AFFAIRS OF TURKLY.—This is the way in which the Monitcur, on tie 18th December, expressed itself with respect to . he affairs of Greece :— We have said it, and refeat it—the battle of Navarin terminated the affair 3f the East. The relations between the Porte ...",Unknown,UK,,directly_relevant,Diplomatic Relations,neutral,"Reports on the affairs of Greece, stating that the Battle of Navarin terminated the 'affair of the East' and impacted relations with the Porte.",,"Turkey, Greece, Navarin","Moniteur, Porte","FOREIGN INTELLIGENCE ... AFFAIRS OF TURKEY.—This is the way in which the Moniteur, on the 18th December, expressed itself with respect to the affairs of Greece:— We have said it, and repeat it—the battle of Navarin terminated the affair of the East. The relations between the Porte ...",Paris,Paris,London,tory,Fondé par Stoddart; tory fervent; anti-libéral,UK,UK,False,bd483a0c95dba0be,reported,3,"We have said it, and repeat it; expressed itself with respect to the affairs of Greece",,newspaper_reprint,Paris,Moniteur,Paris -> London,military_strategic,diplomatic_negotiation,4,battle,Battle of Navarin,Navarin,18th December,reported_account,BATTLE_OF_NAVARIN_DEC_1827,"The information is a reprint from the Moniteur newspaper dated 18th December, representing a reported account rather than official confirmation.",5,False,,BATTLE_OF_NAVARIN_DEC_1827_4FFA42,
"Le Corsaire : Journal Des Spectacles, De La Littérature, Des Arts, Des Moeurs Et Des Modes",1827-03-01,1827,"e, des premiers intérieur, M. de at et chancelier it, en 1805, un lir le calendrier En 1814, il vota mmé, la même mil est décédé i, en son hôtel il venait d'en- avec distinction 9, , et, avec plus ais d'Amérique, Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8 février. Les affaires des grecs sont toujours en bon train. Ibrahim-pacha, restait inactif à Modon, et lit surrection est générale la Grèce orientale. Le capitaine Maeri a parcouru tout le pays depuis Salona jusqu'aux envi rons de l'infortuné Missolunghi. On dit qu'Athènes est dé-グル livrée et que le séraskier s'est retiré du côté des Thermopyles. Un capitaine sicilien, quia touché à Navarin, assure que le capitan-bey, au lieu de se joindre à la flotte égyptienné, est parti, avec son escadre de 20 bâtimens, pour les Dardanelles. Un autre capitaine arrivé de Modon rapporte qu'il se trouve dans cette ville et à Coron environ 12,000 hommes de troupes, indépendamment d'un corps particulier qui occupe Tripolitza, sous le commandement du renégat Soliman-bey. A Citries, dans le golfe de Calamata, , se tient un grand seau grec avec plusieurs mistiks, sous la protection d'un fort vais OH",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k4687411s,directly_relevant,Military Operations,pro_greek,"Detailed military report on the Greek War of Independence, including Ibrahim-pacha's movements, Greek insurrection, situation around Missolonghi and Athens, and naval activities.","Ibrahim-pacha, Maeri, Soliman-bey","Corfou, Modon, Grèce orientale, Salona, Missolunghi, Athènes, Thermopyles, Navarin, Dardanelles, Coron, Tripolitza, Citries, golfe de Calamata",,"Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8 février. Les affaires des Grecs sont toujours en bon train. Ibrahim-pacha restait inactif à Modon, et la insurrection est générale en Grèce orientale. Le capitaine Maeri a parcouru tout le pays depuis Salona jusqu'aux environs de l'infortuné Missolunghi. On dit qu'Athènes est délivrée et que le séraskier s'est retiré du côté des Thermopyles. Un capitaine sicilien, qui a touché à Navarin, assure que le capitan-bey, au lieu de se joindre à la flotte égyptienne, est parti, avec son escadre de 20 bâtiments, pour les Dardanelles. Un autre capitaine arrivé de Modon rapporte qu'il se trouve dans cette ville et à Coron environ 12,000 hommes de troupes, indépendamment d'un corps particulier qui occupe Tripolitza, sous le commandement du renégat Soliman-bey. À Citries, dans le golfe de Calamata, se tient un grand seau grec avec plusieurs mistiks, sous la protection d'un fort vaiss.",Corfu,Corfu,Unknown,indépendant,"Littéraire; satirique, légèrement libéral",France,France,False,68369b5380f008da,reported,3,"Le paquebot de Corfou nous apporte des nouvelles; On dit qu'Athènes est dé-グル livrée; Un capitaine sicilien, quia touché à Navarin, assure; Un autre capitaine arrivé de Modon rapporte",Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8 février,steamboat,Corfou,un capitaine sicilien; un autre capitaine arrivé de Modon,Corfu -> France,military_strategic,neutral_information,4,military_movement,Greek military operations early February 1827,"Modon, Salona, Missolunghi, Athens, Navarin, Dardanelles, Tripolitza, Calamata",up to 8 February 1827,reported_account,GREEK_WAR_OF_INDEPENDENCE_FEB_1827,"The information is based on secondhand reports conveyed by a steamboat from Corfu, citing captains and local sources, indicating moderate reliability but lacking official confirmation.",5,False,,GREEK_WAR_OF_INDEPENDENCE_FEB_1827_331170,
Le Mémorial Bordelais : Feuille Politique Et Littéraire,1827-03-10,1827,"Smyrne, le 18 décembre.
Les Grecs s'assemblent à Egine probablement pour
changer encore une fois la forine et le personnel de leur
gouvernement.
Hydra et Spécie sont en pleine révolte contre leurs
chefs; et la populace, entraînée par quelques capi-
taines, enlève les bâtimens pour aller exercer la pi-
raterie.
- Un bâtiment français parti de Marseille pour
Alexandrie avait été arrêté par un corsaire grec, et
conduit à Napoli; la corvette du Roi la Pomone l'a
fait mettre immédiatement en liberté. Le gouvernement
On écrit de Constantinople, sous la date du 8 dissoudre le
février, par voie extraordinaire:
« Les Grecs ne doutent plus de l'arrivée de lord
Cochrane.
>> Une commission, composée du docteur Bailly.
On écrit de Trieste:
« Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8
février. Les affaires des Grecs sont toujours en bon train. Ibrahim-Pacha
restait inactif à Modon, et l'insurrection est générale dans la Grèce orien-
Iale. Le capitaine Macri a parcouru tout le pays depuis Salona jusqu'aux en-
virons de l'infortuné Missolonghi. On dit qu'Athènes est délivrée et que le
séraskier s'est retiré du côté des Thermopyles. Un capitaine sicilien, qui a
touché à Navarin, assure que le capitan-bey, au lieu de se joindre à la flotte
égyptienne, est parti, avec son escadre de 20 bâtimens, pour les Darda-
nelles. Un autre capitaine arrivé de Modon rapporte qu'il se trouve dans cette
ville et à Coron environ 12,000 hommes de troupes, indépendamment d'un
corps particulier qui occupe Tripolitza, sous le commandement du rénégat
Soliman-Bey. A Citries, dans le golfe de Calamata, se tient un grand vais-
seau grec avec plusieurs mistiks, sous la protection d'un fort de 12 canons,
bâti depuis peu. Une corvette turque, qui avait tenté dernièrement de s'ap-
procher de ces bâtimens, a été forcée de se retirer.",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t5500797x,directly_relevant,Internal Greek Affairs,pro_greek,"Reports on internal Greek political instability (government changes, revolts in Hydra/Spetses), Greek piracy, and general military updates including Ibrahim-Pacha's inactivity and the rumored liberation of Athens.","lord Cochrane, docteur Bailly, Ibrahim-Pacha, capitaine Macri","Smyrne, Egine, Hydra, Spetses, Marseille, Alexandrie, Napoli, Constantinople, Trieste, Corfou, Modon, Grèce orientale, Salona, Missolonghi, Athènes, Thermopyles, Navarin, Dardanelles, Coron",corvette du Roi la Pomone,"Smyrne, le 18 décembre. Les Grecs s'assemblent à Egine probablement pour changer encore une fois la forme et le personnel de leur gouvernement. Hydra et Spetses sont en pleine révolte contre leurs chefs; et la populace, entraînée par quelques capitaines, enlève les bâtiments pour aller exercer la piraterie. Un bâtiment français parti de Marseille pour Alexandrie avait été arrêté par un corsaire grec, et conduit à Napoli; la corvette du Roi la Pomone l'a fait mettre immédiatement en liberté. Le gouvernement écrit de Constantinople, sous la date du 8 février, par voie extraordinaire: « Les Grecs ne doutent plus de l'arrivée de lord Cochrane. » Une commission, composée du docteur Bailly. On écrit de Trieste: « Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8 février. Les affaires des Grecs sont toujours en bon train. Ibrahim-Pacha restait inactif à Modon, et l'insurrection est générale dans la Grèce orientale. Le capitaine Macri a parcouru tout le pays depuis Salona jusqu'aux environs de l'infortuné Missolonghi. On dit qu'Athènes est délivrée et que le séraskier s'est retiré du côté des Thermopyles. Un capitaine sicilien, qui a touché à Navarin, assure que le capitan-bey, au lieu de se joindre à la flotte égyptienne, est parti, avec son escadre de 20 bâtiments, pour les Dardanelles. Un autre capitaine arrivé de Modon rapporte qu'il se trouve dans cette ville et à Coron environ 12,000 hommes de troupes, indépendamment d'un corps part",Smyrna,Smyrna,Bordeaux,royaliste-modéré,Presse de province; modéré,France,France,False,a4c92305405b4281,reported,3,"On écrit de Constantinople; On écrit de Trieste; On dit qu'Athènes est délivrée; Un capitaine sicilien, qui a touché à Navarin, assure",Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8 février.,steamboat,Corfou,,Smyrna -> Constantinople -> Trieste -> Bordeaux,military_strategic,revolutionary_disorder,4,military_movement,Greek internal military and political developments early 1827,"Greece (Egine, Hydra, Spécie, Modon, Missolonghi, Athens, Navarin, Tripolitza, Calamata)",up to 8 February 1827,reported_account,GREEK_WAR_OF_INDEPENDENCE_1827,"The information is based on secondhand reports and letters from various locations, indicating reported but not confirmed news.",5,False,,GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,
Journal du Commerce,1827-03-29,1827,"-On écrit de Trieste:
<< Le paquehot de Corfou nous apporte des nouvelles qui vont jus-
qu'an 8 février. Les affaires des Grecs sont toujours en bon train. Ibra-
him-Pacha restait inactif à Modon, et l'insurrection est générale dans la
Grèce orientale. Le capitaine Macri a parcouru tout le pays depuis Sa-
Zona jusqu'aux environs de l'infortuné Missolonghi. On dit qu'Athènes
est délivrée et que le séraskier s'est retiré du côté des Thermopyles. Un
capitaine sicilien, qui a touché à Navarin, assure que le capitan-bey, au
lieu de se joindre à la flotte égyptienne, est parti, avec son escadre de
26 bâtimens, pour les Dardanelles. Un autre capitaine arrivé de Modon
rapporte qu'il se trouve dans cette ville et à Coron environ 12,000 hom-
mes de troupes, indépendamment d'un corps particulier qui occupe
Tripolitza, sous le commandement du rénégat Solinan-Bey. A Citries,
dans le golfe de Calamata, se tient un grand vaisseau grec avec plusieurs
mistiks, sous la protection d'un fort de 12 canons, bâti depuis peu. Unc
corvette turque, qui avait tenté dernièrement de s'approcher de ces
truit des projets 10
prendre pour sa s
Quant aux dispo
cains, elles ne son
point. Ces hordes
feurs adversaires,
pèce de guerre la
contrées.
Si le gouvernen
mouvement, il est
la position qu'ils
doute en pressés d
et des autres états
temps en correspo
Il est cependan
trouvera avorté,
premier mouvem
L'Étoile: journal du soir - Page2
(NG
LINDICATEUR
Titre: L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces
Type: fascicules
Auteur :
Contributeur : Lepan, Édouard-Marie-Joseph (1765-1844). Directeur de publication, Coudert,
B.. Directeur de publication, Coudert, Pierre (1772-1855). Directeur de publication
Editeur: Impr. Coudert (Bordeaux)
Date d'édition : 1827-03-29
Nombre d'extraits : 4
Amstelua,
rdam; la ga-
1. à Bremen;
ken, all. au-
à Hambourg;
et Hesperus,
erdam; Suil,
caboteurs et
ms, mais que
all. à Leer;
erdam; l'O-
lle Alliance,
ntzick. Dans
ord ouest joli
e calme, le
is du port les
ournaux, all.
stard, all. à
Fouest, petit
https://gallica.bnf.fr/ark:/12148/bd6t527253696
Des tartares venus de Morée ont annoncé qu'Ibra-
him-pacha s'était avancé vers Napoli, et qu'il avait eu
un engagement avec la garnison grecque.ti
La Porte a expédié un capidgi-bachi, pour appaiser
des troubles que la suppression des janissaires a fait
éclater en Bosnie.
On dit que lord Cochrane est arrivé à Napoli avea
sept bâtimens.
Le gouvernement a fait arrêter plus d'une centaine
de halvagis, locmagis (marchands de sucrerie) alta-
chés à la bouche du sultan. C'est à la suite de la décou-
verte d'une lettre dans laquelle l'un d'eux écrivait que
le lodjak des janissaires était impérissable.
On écrit de Syra, que le 28 janvier, l'évêque catho-
lique faisant la troisième procession du jubilé, fut in-
sulté par deux Grecs ivres, qui prirent la fuite: des
jeunes gens syriotes les poursuivirent jusque hors les
portes de la ville; les deux Grecs crièrent au secours et
appelèrent leurs camarades qui étaient près du port :
Il y eut entre eux un combat dans lequel douze des
L'Indicateur: ou journal du commerce, de nouvelles, de littérature et d'annonces - PageNP",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t527253696,directly_relevant,Military Operations,pro_greek,"Provides a detailed military update on the Greek War, including Ibrahim-Pacha's inactivity, widespread insurrection, naval movements, and troop dispositions.","Ibrahim-Pacha, capitaine Macri, Soliman-Bey","Trieste, Corfou, Modon, Grèce orientale, Missolonghi, Athènes, Thermopyles, Navarin, Dardanelles, Coron, Tripolitza, Citres, golfe de Calamata",,"On écrit de Trieste: ""Le paquebot de Corfou nous apporte des nouvelles qui vont jusqu'au 8 février. Les affaires des Grecs sont toujours en bon train. Ibrahim-Pacha restait inactif à Modon, et l'insurrection est générale dans la Grèce orientale. Le capitaine Macri a parcouru tout le pays depuis Sazona jusqu'aux environs de l'infortuné Missolonghi. On dit qu'Athènes est délivrée et que le séraskier s'est retiré du côté des Thermopyles. Un capitaine sicilien, qui a touché à Navarin, assure que le capitan-bey, au lieu de se joindre à la flotte égyptienne, est parti, avec son escadre de 26 bâtiments, pour les Dardanelles. Un autre capitaine arrivé de Modon rapporte qu'il se trouve dans cette ville et à Coron environ 12,000 hommes de troupes, indépendamment d'un corps particulier qui occupe Tripolitza, sous le commandement du rénégat Soliman-Bey. À Citres, dans le golfe de Calamata, se tient un grand vaisseau grec avec plusieurs mistiks, sous la protection d'un fort de 12 canons, bâti depuis peu. Une corvette turque, qui avait tenté dernièrement de s'approcher de ces lieux, a été repoussée. Quant aux dispositions, elles ne sont point favorables. Ces hordes ennemies, pièces de guerre, occupent les contrées. Si le gouvernement fait un mouvement, il est dans la position qu'ils doutent en pressant et des autres états. Il est cependant certain que ce premier mouvement trouvera avorté. L'Étoile: journal du soir - Page 2 (NG L'INDICATEUR Titre: L'Indicateur : ou journal du commerce, de nouvelles, de)",Corfu,Corfu,Paris,libéral-commercial,Libéral-commercial; soutient intérêts bourgeois,France,France,False,ddb0d18d1194bf9b,reported,3,On écrit de Trieste; On dit qu'Athènes est délivrée; On dit que lord Cochrane est arrivé; On écrit de Syra,Le paquehot de Corfou nous apporte des nouvelles qui vont jusqu'an 8 février,ship,Corfu,On écrit de Trieste,Corfu -> Trieste -> Paris,military_strategic,revolutionary_disorder,4,military_movement,Greek military operations early 1827,"Greece (Athens, Modon, Missolonghi, Navarin, Tripolitza, Syra)",up to 8 February 1827,reported_account,GREEK_WAR_OF_INDEPENDENCE_1827,"The information is based on secondhand reports arriving via Corfu and Trieste, with phrases indicating hearsay and uncertainty.",5,False,,GREEK_WAR_OF_INDEPENDENCE_1827_FB2564,
Journal Du Cher,1827-04-21,1827,"Extrait 1: plus récentes arrivées par une autre voie annoncent la délivrance de la citadelle d'Athènes, après un combat entre les Grecs au
nombre d'environ 6000 hommes et une armée turque de 8000 hommes commandés par Reschid-Pacha... page n°2
Extrait 2 : Une lettre de Zante annonce qu'on a vu dans les eaux de Navarin quatre vaisseaux qui portaient le pavillon grec(...)Le
gouvernement grec vient de recevoir une réponse de M. Stratford-Canning(...)autres puissances amies de l'Angleterre, il espère faire
accepter au divan les propositions du gouvernement grec. La chambre des députés a adopté la loi sur le jury... page n°3",Unknown,France,https://gallica.bnf.fr/ark:/12148/bpt6k24328098,directly_relevant,Military Operations,neutral,"Reports on the battle for the citadel of Athens, Greek naval presence near Navarin, and diplomatic communications with the Greek government.","Reschid-Pacha, M. Stratford-Canning","Athènes, Zante, Navarin, Angleterre","gouvernement grec, chambre des députés","Extrait 1: plus récentes arrivées par une autre voie annoncent la délivrance de la citadelle d'Athènes, après un combat entre les Grecs au nombre d'environ 6000 hommes et une armée turque de 8000 hommes commandés par Reschid-Pacha. Extrait 2 : Une lettre de Zante annonce qu'on a vu dans les eaux de Navarin quatre vaisseaux qui portaient le pavillon grec. Le gouvernement grec vient de recevoir une réponse de M. Stratford-Canning. Autres puissances amies de l'Angleterre, il espère faire accepter au divan les propositions du gouvernement grec. La chambre des députés a adopté la loi sur le jury.",Zante,Zante,Unknown,royaliste-modéré,Province; modéré,France,France,False,81f0fa0e351f1674,reported,3,annoncent la délivrance; Une lettre de Zante annonce; Le gouvernement grec vient de recevoir une réponse,plus récentes arrivées par une autre voie annoncent la délivrance de la citadelle d'Athènes,unknown,Zante,,Zante -> Journal Du Cher,military_strategic,diplomatic_negotiation,4,battle,Délivrance de la citadelle d'Athènes,Athènes,1827,reported_account,ATHENES_BATTLE_1827,"The information is based on recent arrivals and a letter from Zante, indicating reported but not officially confirmed news.",5,False,,ATHENES_BATTLE_1827_58F040,
Le Mémorial Bordelais : Feuille Politique Et Littéraire,1827-06-01,1827,"Un correspondant de Genève écrit au rédactetur de la Gazette d'Augsbourg,
qu'on parlait depuis long-temps de placer M. Capo-d'Istria à la tète du gouverne-
ment grec, qu'il en avait été question lors des conférences de St-Pétersbourg entre
MM. de Nesselrode et Wellington, et que le départ récent de cet anciën ministre
pour Saint-Pétersbourg, après avoir reçu la nouvelle de la réunion des deux assem-
blées grecques, devait avoir pour but de connaître ce qu'on peut espérer dans les cir-
constances actuelles de la Grèce et de la Russie. Un post-scriptum annonce qu'on
vient de recevoir, par Marseille, la nouvelle de l'arrivée dans les eaux de Navarin de",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t55008799,directly_relevant,Internal Greek Affairs,pro_greek,"Reports on the potential appointment of Capo d'Istria as head of the Greek government, related diplomatic discussions, and the political situation in Greece.","Capo-d'Istria, Nesselrode, Wellington","Genève, Saint-Pétersbourg, Grèce, Russie, Marseille, Navarin",Gazette d'Augsbourg,"Un correspondant de Genève écrit au rédacteur de la Gazette d'Augsbourg, qu'on parlait depuis longtemps de placer M. Capo-d'Istria à la tête du gouvernement grec, qu'il en avait été question lors des conférences de St-Pétersbourg entre MM. de Nesselrode et Wellington, et que le départ récent de cet ancien ministre pour Saint-Pétersbourg, après avoir reçu la nouvelle de la réunion des deux assemblées grecques, devait avoir pour but de connaître ce qu'on peut espérer dans les circonstances actuelles de la Grèce et de la Russie. Un post-scriptum annonce qu'on vient de recevoir, par Marseille, la nouvelle de l'arrivée dans les eaux de Navarin de ...",Geneva,Geneva,Bordeaux,royaliste-modéré,Presse de province; modéré,France,France,False,cec7b51c312d78ab,reported,3,qu'on parlait depuis long-temps; il en avait été question; devait avoir pour but de connaître; on vient de recevoir,"on vient de recevoir, par Marseille, la nouvelle de l'arrivée dans les eaux de Navarin de",ship,Marseille,Un correspondant de Genève,Geneva -> Marseille,diplomatic_negotiation,unclear,4,political_development,Consideration of Capo d'Istria as Head of Greek Government,Greece,1827,reported_account,GREEK_GOVERNMENT_APPOINTMENT_1827,"The information is based on a correspondent's report relayed through a newspaper and a postscript announcing news arrival, indicating it is a reported rumor rather than confirmed fact.",5,False,,GREEK_GOVERNMENT_APPOINTMENT_1827_122D06,
Journal De Valenciennes : Feuille Dannonces Judiciaires Et Commerciales,1827-06-16,1827,"« Un navire, qui a quitté Syra le 29 mai, nous porte la triste nouvelle que les grecs ont essuyé sous les murs d'Athènes une défaite par suite de laquelle ce boulevard de la Grèce se- rait infailliblement perdu. Trois mille cinq cents grecs sont restés sur le champ de bataille, et Karaïskaki y a péri avec la plus grande partie des missolonghiotes. La garnison d'A- thenes était dans l'intention de se faire sauter. Il règne une consternation inexprimable parmi les grecs. >>> (D'un autre correspondant.) « Des lettres de Syra, du 19 mai, ne laissent aucun doute que le corps d'armée qui s'était rassemblé pour la délivrance de l'Acropolis, et qui renfermait tout ce que la Grèce pou- vait fournir de guerriers, a été complètement battu. Le sé- raskier après avoir reçu des renforts considérables de nou- velles troupes, qui lui ont été expédiées de Constantinople, vers le milieu du mois précédent, enveloppa les grecs qui n'ont pu se frayer un passage qu'après un combat sanglant où ils perdirent plus de 3,000 hommes. On compte parmi les morts le brave Karaiskaki. L'Acropolis tenait toujours, mais on né- gociait pour la capitulation. On voyait sur la rade d'Athènes une frégate française, une anglaise et la corvette autrichienne la Caroline, qui s'y étaient rendues pour faire obtenir par leur médiation de meilleures conditions à la garnison et en assurer le salut. « Il paraît que la flotte partie des Dardanelles est arrivée heureusement à Navarin. « On écrit de Smyrne, sous la date du 3 mai, que lord Cochrane était fort occupé à organiser le gouvernement grec sur le pied européen, ainsi qu'a mettre un terme aux pira- teries: il était peu soutenu dans cette entreprise. La marine",Unknown,France,https://gallica.bnf.fr/ark:/12148/bd6t54488818w,directly_relevant,Military Operations,pro_greek,"Reports a major Greek military defeat near Athens, heavy casualties including Karaiskaki, and ongoing negotiations for the Acropolis's capitulation.",Karaïskaki,"Syra, Athens, Missolonghi, Acropolis, Constantinople, Dardanelles, Navarin, Smyrna",,"A ship, which left Syra on May 29, brings us the sad news that the Greeks suffered a defeat under the walls of Athens, as a result of which this bulwark of Greece would be inevitably lost. Three thousand five hundred Greeks remained on the battlefield, and Karaïskaki died there with most of the Missolonghiotes. The garrison of Athens intended to blow itself up. There is an inexpressible consternation among the Greeks. From another correspondent: Letters from Syra, dated May 19, leave no doubt that the army corps gathered for the liberation of the Acropolis, which contained all the warriors Greece could provide, was completely defeated. The seraskier, after receiving considerable reinforcements of new troops sent from Constantinople around the middle of the previous month, enveloped the Greeks who could only break through after a bloody fight in which they lost more than 3,000 men. Among the dead is the brave Karaiskaki. The Acropolis still held, but negotiations for capitulation were underway. On the Athens roadstead were a French frigate, an English one, and the Austrian corvette Caroline, which had come to obtain by their mediation better conditions for the garrison and ensure its safety. It appears that the fleet that left the Dardanelles arrived safely at Navarin. It is written from Smyrna, dated the 3rd ...",Syra,Syros,Unknown,gouvernemental,Valenciennes; officiel-commercial,France,France,False,07f32a179c6e1afd,reported,3,nous porte la triste nouvelle; ne laissent aucun doute; on compte parmi les morts; il paraît que; on écrivait,"Un navire, qui a quitté Syra le 29 mai, nous porte la triste nouvelle",ship,Syra,D'un autre correspondant,Syra -> Journal De Valenciennes,military_strategic,diplomatic_negotiation,4,battle,Battle near Athens and death of Karaiskaki,Athens,"May 19 and May 29, 1827",reported_account,ATHENS_BATTLE_MAY_1827,"The information is based on correspondence and letters received via ship from Syra, reflecting reported but not officially confirmed news.",5,False,,ATHENS_BATTLE_MAY_1827_07FBA5,
