story_cluster_id,story_cluster_hint,canonical_event_type,event_name,event_location,event_date_reference,rumor_status,event_phase,rhetorical_frame_primary,newspaper_title,date,publication_place,news_origin_norm,transmission_formula,transmission_medium,probable_chain,source_criticism_note,needs_review,review_reason
MISSOLONGHII_BATTLE_1826_8E1C2B,MISSOLONGHI_BATTLE_1826,battle,Battle near Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,"Journal Du Gard : Politique, Administratif Et Littéraire [Puis Administratif, Judiciaire, Commercial, Dagriculture, Sciences Et Arts]",1826-02-22,Unknown,Constantinople,Des lettres d'Allemagne que nous recevons aujourd'hui,letter,Constantinople -> Allemagne -> France,"The information is based on letters from different locations with some contradictory claims, indicating uncertainty and lack of official confirmation.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-02-27,Bordeaux,Missolonghi,disent que noireBoo hommes dans leфановcent nen de nouveau sur l'état des choses à Missolonghi,unknown,Missolonghi -> Bordeaux,"The information is presented as hearsay or belief without official confirmation, indicating moderate uncertainty.",False,
MISSOLONGHII_BATTLE_JAN1826_6C1BE7,MISSOLONGHI_BATTLE_JAN1826,battle,Battle near Missolonghi,Missolonghi,4 January 1826,reported,reported_account,military_strategic,"Journal du Gard : politique, administratif et littéraire [""puis"" administratif, judiciaire, commercial, d'agriculture, sciences et arts]",1826-03-01,Unknown,Florence,"Florence,du r4 janvier,confirme les dernières victoires des Grecs à Missolonghi",private_correspondence,Gurfon -> Florence -> Journal du Gard,"The information is based on a private correspondence from Gurfon dated 14 January and a report from Florence dated 4 January, indicating reported but not officially confirmed news.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,La Quotidienne,1826-03-02,Paris,Missolonghi,,unknown,Missolonghi -> Paris,The information is presented as reported and probable but lacks official confirmation or multiple sources.,False,
MISSOLONGHII_MARCH_1826_B880A8,MISSOLONGHI_MARCH_1826,naval_operation,Greek capture of Turkish brig,Missolonghi,1826,confirmed,confirmation,military_strategic,"Journal politique et littéraire du Bas-Rhin,Politisch-litterarische Zeitung des Niederrheins",1826-03-05,Unknown,Missolonghi,,unknown,,"The report cites confirmation from an Austrian naval captain, lending credibility but lacking official dispatch status.",False,
MISSOLONGHII_MARCH_1826_B880A8,MISSOLONGHI_MARCH_1826,military_movement,Greek capture of Turkish fireship and movements around Missolonghi and Patras,Missolonghi,1826-03-05,reported,reported_account,military_strategic,Niederrheinischer Kurier,1826-03-05,Strasbourg,Missolonghi,"confirmée par le capitaine Ragencowich, commandant du brigantin autrichien le Périclès",ship,Missolonghi -> Strasbourg,"The report relies on a statement from an Austrian brigantine captain as confirmation, indicating a secondhand but relatively reliable source.",False,
MISSOLONGHII_BATTLE_1826_8E1C2B,MISSOLONGHI_BATTLE_1826,battle,Engagement between Captain Pacha and Greek forces at Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Representative 1826,1826-03-10,Unknown,Missolonghi,,unknown,Missolonghi -> France,"The information is presented as reported or stated without official confirmation, indicating moderate uncertainty.",True,"Text is fragmentary and partially illegible, limiting certainty and requiring further verification."
MISSOLONGHII_MARCH_1826_B880A8,MISSOLONGHI_MARCH_1826,military_movement,Greek capture of Turkish vessel near Missolonghi,Missolonghi,1826-03-10,reported,reported_account,military_strategic,Le Mémorial bordelais : feuille politique et littéraire,1826-03-10,Unknown,Missolonghi,"par le rapport du capitaine Rayencowich , commandant le bri- 1 gantin autrichien le Péticlès , qui avait été vendre",official_dispatch,Missolonghi -> Le Mémorial bordelais,"Information is based on a report from an Austrian brigantine commander, indicating a secondhand military report rather than official confirmation.",False,
MISSOLONGHII_MARCH_1826_B880A8,MISSOLONGHI_MARCH_1826,military_movement,Greek Victory near Missolonghi,Missolonghi,1826-03-10,reported,reported_account,military_strategic,"L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces",1826-03-10,Unknown,Missolonghi,"rapport du capitaine Rayencowich, commandant du brigantain autrichien le Périclès , qui a été vendre à Missolunghi nu chargement de",ship,Missolunghi -> France,"The report relies on a captain's account delivered by ship, indicating a secondhand but relatively direct source; no official confirmation is stated.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,date récente,reported,reported_account,humanitarian_urgency,Gazette nationale ou le Moniteur universel,1826-03-15,Paris,Missolonghi,"une lettre d’une date récente , écrite de cette place par un jeune Grec",letter,Missolonghi -> Paris,"Information is based on a recent letter from a young Greek wounded defender, indicating a firsthand but singular source without official confirmation.",False,
MISSOLONGHII_RELIEF_1826_D0C3B0,MISSOLONGHI_RELIEF_1826,relief,Relief efforts for Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,Journal du commerce,1826-03-16,Paris,Geneva,a écrit au comité de Paris pour réclamer des secours prompts et urgents,letter,Genève -> Paris,"The information is based on a letter from M. Eynard requesting urgent aid and a committee vote in Paris, indicating a reported but not officially confirmed relief effort.",False,
MISSOLONGHII_RELIEF_1826_D0C3B0,MISSOLONGHI_RELIEF_1826,relief,Relief efforts for Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,L'Étoile : journal du soir,1826-03-16,Unknown,Paris,,unknown,Greece -> Paris,"The information is a report of fundraising and relief efforts communicated via a letter to the Paris committee, without explicit confirmation of conditions on site.",False,
MISSOLONGHII_RELIEF_MARCH_1826_614F10,MISSOLONGHI_RELIEF_MARCH_1826,relief,Relief of Missolonghi,Missolonghi,1826-03-17,reported,reported_account,military_strategic,"L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces",1826-03-17,Unknown,Missolonghi,,unknown,,"The information is presented as news learned from prisoners but lacks official confirmation, indicating a reported account rather than confirmed fact.",False,
MISSOLONGHII_MARCH_1826_B880A8,MISSOLONGHI_MARCH_1826,diplomacy,Napoli government declaration to Stratford Canning,Napoli,1826-03-17,reported,reported_account,diplomatic_negotiation,"L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces",1826-03-17,Unknown,Ionio,d’après une lettre confirmant la nouvelle des avantages obtenus par la flotte grecque devant Missolonghi,letter,Ionio -> lionia,"The information is based on a letter cited by a newspaper, indicating reported but not officially confirmed news.",False,
MISSOLONGHII_RELIEF_1826_D0C3B0,MISSOLONGHI_RELIEF_1826,relief,Relief efforts for Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,Niederrheinischer Kurier,1826-03-19,Strasbourg,Geneva,On lit dans un journal de Rome que le gouvernement de Napoli de Romani a déclaré à M. Stratford- Canning,newspaper_reprint,Marseille -> Geneva -> Paris -> Rome,"The information is based on reported letters and newspaper reports without official confirmation, indicating a reported but not confirmed status.",False,
MISSOLONGHII_BATTLE_MARCH_1826_A484D9,MISSOLONGHI_BATTLE_MARCH_1826,battle,Battle at Missolonghi involving Capitan-Pacha and Admiral Miaulis,Missolonghi,1826-03-26,reported,reported_account,military_strategic,"L'Indicateur : ou journal du commerce, de nouvelles, de littérature et d'annonces",1826-03-26,Unknown,Missolonghi,Les chroniques grecques de Missolonghi publient les deux lettres suivantes,newspaper_reprint,Missolonghi -> France,"The information is based on letters published by a Greek chronicle and reported in a French newspaper, indicating a reported but not officially confirmed account.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,L'Étoile : journal du soir,1826-03-27,Unknown,Naples,,unknown,,"The information is a reported account with no explicit official confirmation or named source, reflecting a secondhand narrative.",False,
MISSOLONGHII_1826_143389,MISSOLONGHI_1826,diplomacy,Greek response to Ottoman aggression,Missolonghi,1826,reported,reported_account,diplomatic_negotiation,Journal politique et littéraire de Toulouse et de la Haute-Garonne,1826-03-28,Unknown,Missolonghi,Les chroniques grecques de 5 Iissolonghi publient les deux lettres suivantes,newspaper_reprint,Missolonghi -> Journal politique et littéraire de Toulouse,"Information is based on published letters and reports from Greek chronicles, indicating reported but not confirmed news.",False,
MISSOLONGHII_SIEGE_JAN_1826_7D6A5A,MISSOLONGHI_SIEGE_JAN_1826,siege,Siege of Missolonghi,Missolonghi,28 janvier,reported,reported_account,military_strategic,"Le Constitutionnel : journal du commerce, politique et littéraire",1826-03-31,Unknown,Ancona,"arrivé d'Ancôrie, d'où il est parti ""le i3 mai(...)",ship,Corfou -> Ancôrie,"The information is based on a report from a Greek from Corfu arriving from Ancona and a report by M. Torrés Amat, indicating a reported account rather than official confirmation.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,March 1826,reported,reported_account,christian_suffering,"Revue Encyclopédique : Ou Analyse Raisonnée Des Productions Les Plus Remarquables Dans La Littérature, Les Sciences Et Les Arts / Par Une Réunion De Membres De Linstitut Et Dautres Hommes De Lettres",1826-04-01,Unknown,Zante,"Deux jeunes Suisses, envoyés par par le comité grec de Paris, arrivés ici depuis ouis trois jours",courier,Paris -> Zante -> Missolonghi,"The information is based on reports received via couriers from Zante and the Greek committee in Paris, reflecting contemporaneous but unconfirmed accounts.",False,
MISSOLONGHII_SIEGE_FEB_1826_557926,MISSOLONGHI_SIEGE_FEB_1826,siege,Siege of Missolonghi,Missolonghi,28 février,reported,reported_account,christian_suffering,Gazette nationale ou le Moniteur universel,1826-04-01,Paris,Missolonghi,,unknown,Missolonghi -> Paris,"The information is a narrative report without explicit source attribution or official confirmation, reflecting a pro-Greek stance.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,22 March 1826,reported,reported_account,military_strategic,Gazette de France,1826-04-02,Paris,Zante,"On a reçu de Zante, le 22 mars, des lettres qui Contiennent ce qui suit",letter,Zante -> Marseille -> Paris,"The information is based on letters and a courier report received in Marseille from Zante, indicating a reported but not officially confirmed account.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Journal du Commerce,1826-04-03,Paris,Missolonghi,Un brick grec venant des eaux de Missolonghi en a apporté,ship,Missolonghi -> Paris,"The information is based on a report brought by a Greek ship from Missolonghi, indicating a secondhand news report without official confirmation.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Removal of Fleet Commander for Failure at Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Representative 1826,1826-04-04,Unknown,Constantinople,Sunday's Post ... been removed from the command of the fleet,newspaper_reprint,Constantinople -> Representative 1826,"The information is based on a newspaper report citing 'Sunday's Post' without official confirmation, indicating a reported but unconfirmed event.",False,
MISSOLONGHII_SIEGE_FEB_1826_557926,MISSOLONGHI_SIEGE_FEB_1826,siege,Siege of Missolonghi,Missolonghi,28th of February,reported,reported_account,military_strategic,New Times (London),1826-04-04,London,Greece,"Saturday contain intelligence from Greece, announcing that Ibrahim Pacha commenced his attack",newspaper_reprint,Greece -> London,The information is presented as intelligence received but lacks official confirmation or multiple sources.,False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,premiers jours de ce mois,reported,reported_account,military_strategic,Journal Politique Et Littéraire Du Bas-Rhin,1826-04-04,Unknown,Trieste,De tout côté arrive la confirmation des événements qui ont eu lieu devant Missolonghi dans les premiers jours de ce,unknown,Trieste,"The information is based on multiple reports arriving at Trieste but lacks official confirmation, indicating a reported but not fully verified account.",False,
MISSOLONGHII_SIEGE_FEB_MAR_1826_C54D6B,MISSOLONGHI_SIEGE_FEB_MAR_1826,siege,Siege of Missolonghi,Missolonghi,"21 au 26 février, 28 février, 1 mars 1826",reported,reported_account,military_strategic,Niederrheinischer Kurier,1826-04-04,Strasbourg,Corfu,D'après des lettres particulières de Corfou du 6 et du 7 de ce mois,letter,Corfu -> Strasbourg,The information is based on private letters from Corfu and thus represents a reported account rather than official confirmation.,False,
MISSOLONGHII_BATTLE_MARCH_1826_A484D9,MISSOLONGHI_BATTLE_MARCH_1826,battle,Attack by Ibrahim repulsed,Missolonghi,13 March 1826,reported,reported_account,military_strategic,Journal du Commerce,1826-04-04,Paris,Ancona,"M. Kondos, Grec de Corfou, arrivé d'Ancône, d'où il est parti le 13 mars, donne la même nouvelle.",oral_report,Corfou -> Ancône -> Paris,"Information is based on a report from M. Kondos arriving from Ancône, indicating a secondhand oral report rather than official confirmation.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,"1 January, 28 February",reported,reported_account,military_strategic,Journal des Débats,1826-04-04,Paris,Nevropolis,,unknown,Nevropolis -> Paris,The report narrates military events with some detail but lacks explicit official confirmation; it is a newspaper account citing Nevropolis as origin.,False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,1826-04-06,reported,reported_account,military_strategic,Le Globe,1826-04-06,Paris,London,It was currently reported yesterday,unknown,Missolonghi -> London,"The information is presented as a report without official confirmation, indicating uncertainty about the fall of Missolonghi.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,"April 7, 1826",reported,reported_account,military_strategic,Stamford Mercury,1826-04-07,Lincolnshire,London,,unknown,London,"The report is a newspaper account without explicit source citation or official confirmation, indicating a reported but not confirmed event.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,battle,Naval engagement near Vassiladi and pursuit to Glarentza,"near Vassiladi, Glarentza, Dragumesto",1826,reported,reported_account,humanitarian_urgency,Le Constitutionnel,1826-04-07,Paris,Louviers,au comité formé à Louviers dans le but de les recueillir et de les transmettre au comité central à Paris,unknown,Louviers -> Paris,"The information is a secondhand report transmitted via a committee in Louviers, lacking official confirmation and relying on narrative style typical of pro-Greek newspapers.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,December 1825 to February 1826,reported,reported_account,military_strategic,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1826-04-08,Toulouse,Patras,,unknown,Patras -> Toulouse,"The text is a newspaper report citing the Constitutionnel, presenting a detailed but not officially confirmed account of the siege of Missolonghi.",False,
MISSOLONGHII_SIEGE_FEB_MAR_1826_C54D6B,MISSOLONGHI_SIEGE_FEB_MAR_1826,siege,Siege of Missolonghi,Missolonghi,20 February - 2 March 1826,reported,reported_account,military_strategic,"Journal De Lot-Et-Garonne : [Puis Politique, Administratif, Littéraire, Dannonces Judiciaires Et Davis Divers Puis Feuille Des Mairies, Administrative, Politique, Commerciale Et Dannonces Judiciaires]",1826-04-08,Unknown,Trieste,rapporte une lettre de Trieste du 20 du même mois,letter,Corfou -> Trieste -> Augsbourg,"The information is a secondhand report relayed via a letter cited by a newspaper, indicating moderate reliability but lacking official confirmation.",False,
MISSOLONGHII_SIEGE_APRIL_1826_330333,MISSOLONGHI_SIEGE_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,1826-04-09,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-04-09,Bordeaux,Missolonghi,,unknown,Missolonghi -> Bordeaux,"The information is a newspaper report without explicit source citation or official confirmation, indicating a reported account rather than confirmed fact.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Journal du Commerce,1826-04-09,Paris,Missolonghi,,unknown,Missolonghi -> Paris,"The information is presented as a news report without explicit confirmation or official source, indicating moderate reliability.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,,editorial_comment,editorial_comment,humanitarian_urgency,Le Drapeau Blanc / Par A Martainville Et Plusieurs Hommes De Lettres,1826-04-10,Paris,Paris,,unknown,,"The text is an editorial comment reflecting on the potential confirmation of a disaster at Missolonghi, not a direct news report.",False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Public Ledger And Daily Advertiser,1826-04-11,London,Greece,The Glubc and Traveler of Thursday put forward the following disastrous intelligence from Greece,newspaper_reprint,Greece -> The Glubc and Traveler -> Public Ledger And Daily Advertiser,"The information is a secondhand newspaper report citing another newspaper, indicating it is reported but not officially confirmed.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,ng mars (new assault in March),reported,reported_account,military_strategic,"Feuille Daffiches, Annonces Et Avis Divers De Valenciennes",1826-04-11,Unknown,Lepanto,"On écrit d'Odessa, en date du 5 avril, qu'on y avait reçu des nouvelles de Constantinople du 30 mars.",newspaper_reprint,Constantinople -> Odessa -> Paris,"The information is based on secondhand reports and conjectures without official confirmation, reflecting uncertainty about the siege outcome.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,19 mars,reported,reported_account,military_strategic,Journal des Débats,1826-04-11,Paris,Paris,Les nouvelles reçues aujourd'hui par Triesteet Augsbourg ne confirment pas encore la prise de Missolonghi,private_correspondence,Corfou -> Trieste et Augsbourg -> Paris,The report is based on secondhand letters and newspaper extracts with no official confirmation; some details remain uncertain.,False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,fall,Fall of Missolonghi,Missolonghi,15 février,reported,reported_account,humanitarian_urgency,Le Courrier Français,1826-04-11,Paris,Lyon,"Un journal de Lyon, en annonçant que Mile Georges doit donner au grand théâtre de cette ville une représentation",newspaper_reprint,Lyon -> Paris,"The information is a newspaper report citing another newspaper from Lyon, with some editorial commentary and probable projections, not official confirmation.",False,
MISSOLONGHII_BATTLE_FEB_1826_937215,MISSOLONGHI_BATTLE_FEB_1826,battle,Battle near Missolonghi,Missolonghi,27 février,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-04-11,Bordeaux,Corfu,Un journal annoncé que les Grecs de Missolunghi ont battu le 27 février Ibrahim-Pacha,newspaper_reprint,Corfu -> Bordeaux,"The information is based on a newspaper report citing a naval captain witness and another newspaper, but lacks official confirmation and recent updates.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,christian_suffering,Journal des Débats,1826-04-14,Paris,Paris,,unknown,Missolonghi -> Paris,"The information is based on a letter/testament sent from a young Greek inside Missolonghi, reported by the Greek committee in Paris, indicating a reported but not officially confirmed account.",False,
MISSOLONGHII_SIEGE_MAR_APR_1826_DA85D0,MISSOLONGHI_SIEGE_MAR_APR_1826,siege,Siege of Missolonghi,Missolonghi,March-April 1826,reported,reported_account,military_strategic,Létoile : Journal Du Soir,1826-04-14,Paris,Rome,On a reçu des journaux des États-Unis jusqu'au 17 dumois dernier,newspaper_reprint,Corfu -> Trieste -> Rome -> Paris,"The information is based on received newspapers and letters reporting ongoing military actions, with some news still unconfirmed.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,20-23 March 1826,reported,reported_account,military_strategic,Le Drapeau Blanc / Par A Martainville Et Plusieurs Hommes De Lettres,1826-04-15,Paris,Corfu,"Des telles de Coriou, des 1923 120 mars, annoncent que, Missolonghi continuait à se défendre",newspaper_reprint,Corfu -> Paris,"The information is a newspaper report citing news from Corfu, indicating ongoing defense of Missolonghi but lacking official confirmation.",False,
MISSOLONGHII_RELIEF_APRIL_1826_002A44,MISSOLONGHI_RELIEF_APRIL_1826,relief,Relief supplies sent to Missolonghi,Missolonghi,18 April 1826,reported,reported_account,humanitarian_urgency,Le Constitutionnel,1826-04-15,Paris,Corfu,"Un négociant de Corfou, M. Yerostathis, a reçu des députés grecs qui résident à Londres huit mille talaris",private_correspondence,London -> Corfou,The information is based on reported news and rumors with some corroboration but lacks official confirmation.,False,
MISSOLONGHII_FALL_APRIL_1826_2810A2,MISSOLONGHI_FALL_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,"La Pandore : journal des spectacles, des lettres, des arts, des moeurs et des modes",1826-04-15,Unknown,Paris,,unknown,,"The information is presented as observed and reported remarks without official confirmation, indicating a reported but not confirmed status.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,26 mars 1826,rumor,reported_account,military_strategic,Journal Politique Et Littéraire Du Bas-Rhin,1826-04-16,Unknown,Zante,de Zante du 26 mars,unknown,Zante -> Journal Politique Et Littéraire Du Bas-Rhin,"The information about the siege is a reported account from Zante dated 26 March, with explicit mention that a rumor about the Greek fleet's return was not confirmed.",False,
MISSOLONGHII_SIEGE_JAN_1826_7D6A5A,MISSOLONGHI_SIEGE_JAN_1826,siege,Siege of Missolonghi,Missolonghi,24 January 1826,reported,reported_account,military_strategic,Journal des Débats,1826-04-17,Paris,Nevropolis,,unknown,Nevropolis -> Paris,"The information is a newspaper report citing a correspondent from Nevropolis, presenting military events and casualties without official confirmation.",False,
MISSOLONGHII_SIEGE_MARCH_APRIL_1826_7ECF40,MISSOLONGHI_SIEGE_MARCH_APRIL_1826,siege,Siege of Missolonghi,Missolonghi,21 March 1826 to 1 April 1826,reported,reported_account,military_strategic,Journal du Commerce,1826-04-17,Paris,Corfu,"d'après les lettres de Corfou, du 21 dudit mois",letter,Corfu -> Zante -> Rome,The information is based on multiple letters and reports from different locations but lacks official confirmation and includes expressions of uncertainty.,False,
MISSOLONGHII_SIEGE_MAR_APR_1826_DA85D0,MISSOLONGHI_SIEGE_MAR_APR_1826,siege,Siege of Missolonghi,Missolonghi,March-April 1826,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-04-17,Bordeaux,Trieste,"On écrit de Trieste, en date du 31 mars, que, d'après les lettres de Corfou, du 21",letter,Corfou -> Trieste -> Bordeaux,"The information is based on letters and reports received via Trieste and other locations, indicating reported but not confirmed news.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,March 1826,reported,reported_account,diplomatic_negotiation,Niederrheinischer Kurier,1826-04-18,Strasbourg,Ancona,A l'instant le courrier arrive et me porte une lettre de Trieste du 28 mars,courier,Ancona -> Trieste -> Strasbourg,"The information is based on letters and reports received via courier and includes expressions of hope and uncertainty, indicating the news is not yet confirmed.",False,
MISSOLONGHII_RELIEF_MARCH_1826_614F10,MISSOLONGHI_RELIEF_MARCH_1826,relief,Relief shipment to Missolonghi,Missolonghi,4 mars,reported,reported_account,humanitarian_urgency,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-04-18,Bordeaux,Zante,,unknown,Paris -> Zante,"The information is a report from Zante citing the Greek committee in Paris about a relief shipment, with no official confirmation.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,March 1826 (up to 20 March),reported,reported_account,military_strategic,Journal Politique Et Littéraire De Toulouse Et De La Haute-Garonne,1826-04-18,Toulouse,Sainte-Maure,"Ces nouvelles circulaient à Livourne le 2 avril, et on ne tardera pas à savoir ce qui s'est passé.",newspaper_reprint,Zante -> Livourne -> Toulouse,"The information is based on multiple reports and letters with some uncertainty; no official confirmation is given, but several sources including the Observateur autrichien are cited.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,25 and 26 March 1826,reported,reported_account,military_strategic,Journal des Débats,1826-04-18,Paris,Livorno,"De lettres de Livourne, du 27 mars, arrivées au comité grec",letter,Corfou -> Livourne -> Paris,"Information is based on letters received from Livorno and Corfu, reporting ongoing defense but no confirmed developments; some rumors are explicitly denied.",False,
MISSOLONGHII_SIEGE_MARCH_1826_30ED50,MISSOLONGHI_SIEGE_MARCH_1826,siege,Siege of Missolonghi,Missolonghi,31 mars 1826,reported,reported_account,military_strategic,Le Moniteur Universel,1826-04-18,Paris,Trieste,"On écrit de Trieste, en date du 31 mars",letter,Corfou -> Trieste -> Paris,"The information is based on letters and reports from Trieste and Corfu, with some uncertainty and need for confirmation noted.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek fleet movements near Missolonghi,Missolonghi,13 (implied April 1826),reported,reported_account,military_strategic,"Lécho Du Midi : Journal Politique, Religieux Et Littéraire De La Haute-Garonne",1826-04-18,Unknown,Zante,On disait à Xante que la flotte grecque était revenue hydre devant Missolonghi,oral_report,Zante -> Xante,"The information is presented as hearsay with phrases indicating it was reported or said, lacking official confirmation.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,military_strategic,Niederrheinischer Kurier,1826-04-18,Strasbourg,Missolonghi,,unknown,Missolonghi -> Strasbourg,"The report expresses hope and probability rather than certainty, indicating the information is a reported account without official confirmation.",False,
MISSOLONGHII_RELIEF_1826_D0C3B0,MISSOLONGHI_RELIEF_1826,relief,Relief shipment to Missolonghi,Missolonghi,1826,reported,reported_account,humanitarian_urgency,Niederrheinischer Kurier,1826-04-18,Strasbourg,Missolonghi,,unknown,Paris -> Missolonghi,"The information is a news report citing the Greek committee in Paris about relief shipments to Missolonghi, without official confirmation.",False,
MISSOLONGHII_SIEGE_1826_0CD01D,MISSOLONGHI_SIEGE_1826,siege,Siege of Missolonghi,Missolonghi,1826,reported,reported_account,christian_suffering,Journal politique et littéraire de Toulouse et de la Haute-Garonne,1826-04-18,Unknown,Missolonghi,vient d’adresser ici son testament de mort,letter,Missolonghi -> here,"The information is based on a letter from a young Greek inside Missolonghi, indicating a reported but unconfirmed account.",False,
MISSOLONGHII_APRIL_1826_1A742F,MISSOLONGHI_APRIL_1826,military_movement,Greek Troops Occupy Mount Zygos,Mount Zygos,13 March 1826,reported,reported_account,military_strategic,Le Mémorial Bordelais : Feuille Politique Et Littéraire,1826-04-19,Bordeaux,Ancona,"M. Kondos, Grec de Corfou, arrivé d'Ancône, d'où il est parti le 13 mars",private_correspondence,Corfu -> Ancona -> Bordeaux,"Information is based on a private report from M. Kondos and a returning courier, indicating a reported but not officially confirmed military movement.",False,
MISSOLONGHII_RELIEF_MARCH_1826_614F10,MISSOLONGHI_RELIEF_MARCH_1826,relief,Arrival of Greek fleet before Missolonghi,Missolonghi,18 March 1826 (18 au soir),reported,reported_account,military_strategic,Journal Du Cher,1826-04-19,Unknown,Corfu,Je n'ai qu'à vous dire que je reçois l'importante nouvelle de l'arrivée de la flotte grecque devant Missolonghi avec 60,private_correspondence,Corfou -> London,"The information is based on private correspondence and reports from a Corfu merchant and deputies, indicating a reported but not officially confirmed event.",False,
